player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Xavier Woods,11946,S,CAR,17,8,9.3,68.1,99.4,18.6,12.6,0,0,3,6.4,5,55.4,57.0,69.1,53.5,59.7,72.3,3,52,4.8,3,1,4,93.8,32,636,640,11,51,47,5,295,92,0.5,9.2
Al-Quadin Muhammad,11951,ED,DET,9,0,4.0,0.0,4.4,,7.0,0,0,1,100.0,11,80.7,60.0,45.0,61.9,48.7,53.6,0,,50.0,1,1,2,39.6,0,8,181,4,1,1,0,0,0,0.0,
D.J. Jones,11953,DI,DEN,17,0,4.5,100.0,1.5,2.0,2.0,0,0,0,0.0,10,46.2,64.1,73.0,71.2,60.9,35.0,0,34,60.0,3,0,1,158.3,2,4,259,1,2,2,1,49,40,12.3,24.5
Jeremiah Ledbetter,11960,DI,JAX,15,0,,,0.9,,,0,0,0,,15,66.8,63.0,86.2,49.5,66.2,64.5,0,,20.0,1,0,0,0.0,0,2,218,6,4,0,0,0,0,0.0,
Patrick O'Connor,12005,DI,DET,12,1,,,0.7,,,0,0,0,,11,59.5,43.5,13.2,55.3,47.9,28.2,0,,66.7,2,0,3,0.0,0,1,135,1,0,0,0,0,0,0.0,
Michael Davis,12040,CB,WAS,9,0,11.7,73.3,100.0,6.8,5.0,0,0,1,6.7,32,40.8,43.3,79.4,,55.2,28.3,0,28,33.3,3,0,2,106.0,11,82,82,3,6,15,0,154,61,2.1,14.0
Adam Butler,12214,DI,LV,17,1,,,5.6,,,1,0,0,,23,70.5,56.9,60.8,60.1,48.3,33.1,0,,7.7,1,0,3,0.0,0,31,551,11,11,0,0,0,0,0.0,
Arthur Maulet,12224,CB,BLT,3,3,12.3,62.5,90.6,9.2,5.8,0,0,0,0.0,3,50.1,45.8,77.0,51.5,40.6,45.0,0,17,0.0,0,0,0,109.9,5,48,53,1,3,8,1,31,19,0.7,6.2
Sione Takitaki,12666,LB,NE,11,3,-0.6,80.0,81.7,16.8,13.4,0,0,0,0.0,19,65.5,63.0,83.2,55.9,59.5,44.0,0,12,25.0,2,0,0,131.3,4,67,82,2,3,5,1,30,31,0.4,7.5
Sam Eguavoen,15301,LB,NYJ,4,1,,,81.8,,,0,0,0,,22,62.0,67.7,75.2,53.5,68.6,54.2,0,,33.3,1,0,0,0.0,0,18,22,0,1,0,0,0,0,0.0,
Nathan Shepherd,24614,DI,NO,16,1,,,1.0,,,1,0,0,,20,59.2,43.4,48.1,66.9,32.6,52.1,0,,33.3,1,0,3,0.0,0,3,314,3,1,0,0,0,0,0.0,
Foyesade Oluokun,24904,LB,JAX,13,7,3.4,84.0,95.1,9.9,8.3,1,0,6,12.0,15,69.5,68.5,64.6,74.1,62.8,64.6,1,64,7.8,4,5,4,98.3,42,448,471,18,40,50,1,400,260,1.0,9.5
Levi Wallace,25445,CB,DEN,13,3,10.6,70.4,99.6,11.7,8.2,1,0,1,3.7,10,64.3,66.9,84.5,58.5,79.3,79.4,0,70,4.0,1,1,1,128.8,19,237,238,5,21,27,2,281,125,1.3,14.8
Anfernee Jennings,25449,ED,NE,16,2,3.6,87.5,18.3,10.7,9.4,0,0,0,0.0,19,54.1,66.9,70.6,59.2,73.0,67.0,0,14,11.1,1,0,2,103.1,7,78,426,4,6,8,0,70,45,0.9,10.0
Sean Murphy-Bunting,25891,CB,ARZ,15,7,11.2,71.2,99.8,10.8,7.7,2,0,4,7.7,1,53.1,56.5,52.9,59.0,70.0,29.3,3,30,23.4,11,3,9,81.4,37,418,419,8,29,52,2,390,119,1.0,10.5
Clelin Ferrell,25955,ED,WAS,14,1,-1.0,100.0,5.2,5.0,5.0,2,0,0,0.0,32,56.9,58.5,26.4,60.1,63.8,65.8,0,11,0.0,0,0,4,83.3,2,10,191,3,1,2,0,8,10,0.8,4.0
Dexter Lawrence,25991,DI,NYG,12,0,,,0.6,,,0,0,0,,21,58.5,89.9,88.6,81.4,83.8,47.9,0,,50.0,2,0,1,0.0,0,2,334,10,2,0,0,0,0,0.0,
Maxx Crosby,26316,ED,LV,12,1,12.0,100.0,1.9,9.0,9.0,2,0,0,0.0,23,66.1,74.3,46.9,70.1,73.5,48.7,0,26,14.3,1,0,6,118.8,1,9,471,11,5,1,0,26,14,2.9,26.0
Jeremiah Moon,26453,ED,PIT,8,0,1.5,50.0,5.9,4.0,2.0,0,0,0,0.0,25,46.0,44.0,81.6,46.6,53.5,69.2,0,9,,0,0,0,62.5,1,4,68,0,0,2,0,9,4,2.3,9.0
D.J. Reed,26940,CB,NYJ,14,0,12.5,58.3,99.0,13.1,7.6,2,0,11,18.3,22,70.1,70.7,42.0,71.8,71.8,64.3,0,50,10.0,4,7,11,91.7,35,501,506,13,36,60,2,431,123,0.9,12.3
Isaiah Rodgers,27069,CB,PHI,13,2,10.4,52.0,100.0,15.2,7.9,0,0,4,16.0,24,74.0,76.0,83.4,,80.6,53.2,0,29,13.0,3,3,1,87.4,13,209,209,9,18,25,2,92,62,0.5,7.1
Bryce Huff,27128,ED,PHI,12,0,-4.0,100.0,5.3,8.0,8.0,0,0,0,0.0,24,51.8,68.4,86.6,68.3,60.2,64.0,0,1,100.0,2,0,0,79.2,1,10,190,2,0,1,0,1,5,0.1,1.0
Siran Neal,27130,CB,MIA,8,0,6.3,50.0,94.3,7.0,3.5,0,0,2,25.0,17,60.1,53.9,78.7,56.9,41.8,43.2,0,21,0.0,0,2,1,59.4,4,33,35,1,3,8,0,30,19,1.1,7.5
Montez Sweat,27271,ED,CHI,16,0,,,2.7,,,1,0,0,,6,49.9,65.7,39.2,67.6,65.5,61.2,0,,40.0,2,0,5,0.0,0,10,369,6,3,0,0,0,0,0.0,
Devin Bush,27375,LB,CLV,16,3,3.7,84.2,87.1,11.6,9.8,0,0,3,15.8,8,57.9,79.2,81.6,77.5,86.4,80.6,0,33,0.0,0,3,0,107.5,16,195,224,7,19,19,0,186,124,1.0,11.6
David Long Jr.,27377,CB,IND,1,0,,,100.0,,,0,0,0,,14,42.0,29.9,0.0,,60.0,,0,,,0,0,2,0.0,0,7,7,0,0,0,0,0,0,0.0,
Joshua Uche,27379,ED,KC,13,2,1.8,90.9,25.3,4.3,3.9,1,0,0,0.0,16,29.5,54.9,30.0,68.7,70.2,54.6,0,26,8.3,1,0,3,108.0,10,46,182,6,9,11,0,109,95,2.5,10.9
D'Angelo Ross,27732,CB,HST,4,0,10.0,81.8,100.0,11.6,9.5,0,0,2,18.2,13,66.6,65.5,82.2,,56.6,29.9,0,23,18.2,2,1,0,107.6,9,111,111,2,9,11,0,108,35,1.0,12.0
Khalil Dorsey,27819,CB,DET,6,1,22.4,44.4,100.0,11.5,5.1,0,0,1,11.1,11,46.8,47.7,77.9,,54.6,62.9,0,64,0.0,0,1,0,91.2,4,49,49,0,4,9,0,125,40,2.7,31.3
Armon Watts,27844,DI,NYG,5,0,,,2.1,,,0,0,0,,21,60.0,58.8,79.7,71.5,46.9,29.2,0,,100.0,1,0,0,0.0,0,1,47,0,0,0,0,0,0,0.0,
DaVon Hamilton,28072,DI,JAX,17,1,,,0.6,,,0,0,0,,15,66.7,54.5,88.0,50.6,54.2,53.5,0,,22.2,2,0,0,0.0,0,2,351,4,6,0,0,0,0,0.0,
Dre'Mont Jones,28075,ED,SEA,17,1,2.7,66.7,3.1,6.0,4.0,0,0,0,0.0,29,37.7,54.3,53.9,66.0,45.5,54.6,0,12,40.0,2,0,3,91.0,2,12,386,4,2,3,0,24,16,2.0,12.0
Malik Harrison,28081,LB,BLT,15,1,3.8,81.3,76.7,10.8,8.8,0,0,0,0.0,3,30.6,50.7,85.5,61.5,67.9,32.0,0,70,43.8,7,0,0,158.3,13,148,193,4,8,16,2,232,195,1.7,17.8
Jerome Baker,28091,LB,TEN,10,3,4.6,71.1,87.6,10.2,7.3,1,0,4,10.5,31,60.7,61.0,24.4,54.9,65.7,55.0,0,29,13.3,4,2,3,89.0,27,289,330,8,23,38,0,253,189,0.9,9.4
Tremon Smith,28196,CB,DEN,4,0,7.0,0.0,100.0,,10.0,0,0,0,0.0,10,36.9,41.8,81.1,,61.5,,0,,,0,0,0,39.6,0,11,11,0,0,1,0,0,0,0.0,
Troy Dye,28251,LB,LAC,14,0,5.9,100.0,91.4,8.0,8.0,0,0,0,0.0,27,55.1,68.8,81.3,57.9,80.9,64.5,0,22,11.1,2,0,0,105.0,19,170,186,8,16,19,0,175,62,1.2,9.2
Brenden Schooler,28253,S,NE,7,2,27.5,0.0,78.6,,16.5,0,0,0,0.0,19,57.2,67.2,78.7,82.3,61.2,79.5,0,,0.0,0,0,0,39.6,0,33,42,2,0,2,0,0,0,0.0,
Myles Adams,28430,DI,DET,7,0,,,2.1,,,0,0,0,,11,59.3,57.6,79.5,60.1,55.4,45.8,0,,0.0,0,0,0,0.0,0,1,48,1,1,0,0,0,0,0.0,
DeShon Elliott,28854,S,PIT,15,8,7.0,71.2,94.6,9.6,6.8,1,0,4,6.1,25,60.5,70.2,63.4,63.7,87.8,90.3,1,26,1.8,1,4,2,97.5,47,490,518,14,46,66,3,432,187,1.0,9.2
Jack Jones,29050,CB,LV,17,3,10.1,65.9,99.4,11.2,7.4,3,0,11,13.4,23,52.9,53.9,45.5,80.2,58.6,39.1,3,62,14.5,8,10,7,115.8,54,647,651,15,44,82,10,679,295,1.1,12.6
David Long Jr.,29367,LB,DET,10,4,5.1,88.9,84.5,6.6,5.9,0,0,0,0.0,11,41.3,38.6,83.0,60.6,41.8,27.1,0,37,15.4,4,0,0,119.0,24,169,200,4,18,27,1,259,142,1.6,10.8
Germaine Pratt,29407,LB,CIN,17,15,4.3,78.5,89.8,8.9,7.0,1,1,3,3.8,7,53.4,60.6,70.7,54.5,70.1,47.6,2,43,15.2,12,3,2,103.5,62,578,644,25,52,79,3,659,460,1.2,10.6
Chris Board,29456,LB,BLT,8,3,3.8,81.8,92.2,10.2,8.4,0,0,1,9.1,3,75.9,74.4,81.4,66.3,60.3,73.9,0,14,9.1,1,1,0,95.8,9,106,115,3,7,11,0,77,40,0.8,8.6
Logan Wilson,29623,LB,CIN,11,12,3.3,87.9,83.2,12.0,10.6,0,0,1,3.0,7,57.0,72.4,85.8,55.8,90.0,66.0,0,18,14.3,8,1,0,114.5,29,371,446,13,36,33,2,219,152,0.6,7.6
Ty Summers,30242,LB,NYG,3,2,0.7,80.0,92.6,5.9,4.7,0,0,1,10.0,21,46.6,64.0,81.9,53.1,78.3,73.9,0,19,0.0,0,1,0,95.0,8,50,54,1,5,10,0,68,64,1.4,8.5
Andrew Van Ginkel,30267,ED,MIN,17,7,6.6,86.4,33.0,10.2,8.8,2,0,0,0.0,18,82.3,70.8,71.9,64.2,59.4,47.1,2,40,17.5,7,0,2,96.8,19,204,618,25,26,22,2,199,80,1.0,10.5
T.J. Edwards,30737,LB,CHI,17,14,4.9,88.9,88.1,7.7,6.8,0,0,1,1.4,6,56.9,60.7,85.8,67.5,60.5,74.9,1,69,11.6,8,1,0,112.9,64,517,587,22,47,72,2,739,480,1.5,11.5
George Odum,31342,S,SF,4,1,24.6,42.9,100.0,30.7,13.1,0,0,5,71.4,28,66.7,70.5,79.5,,69.8,57.0,0,97,12.5,1,4,0,129.5,3,96,96,0,6,7,1,120,63,1.3,40.0
Khalen Saunders,31534,DI,NO,13,3,4.0,100.0,2.1,5.0,5.0,0,1,0,0.0,20,65.7,54.7,70.9,60.6,49.2,58.3,1,6,0.0,0,0,1,52.1,1,5,233,3,3,1,0,6,2,1.2,6.0
Dane Jackson,32989,CB,CAR,9,0,6.6,70.4,94.3,9.1,6.4,0,0,2,7.4,5,36.4,33.8,81.0,40.8,38.4,27.1,0,23,35.0,7,1,1,129.2,19,181,192,3,13,27,3,204,106,1.2,10.7
Cam Gill,33560,ED,CAR,10,0,5.0,100.0,17.3,5.7,5.7,0,0,0,0.0,5,36.1,49.1,82.9,51.2,56.1,63.2,0,15,,0,0,0,100.0,3,18,104,0,0,3,0,24,9,1.4,8.0
Mike Hughes,34057,CB,ATL,15,5,11.4,67.2,99.1,10.9,7.3,0,1,6,10.3,2,71.4,71.9,86.3,52.4,68.2,46.2,0,49,15.1,8,4,1,98.7,39,451,455,12,40,58,2,405,145,1.0,10.4
Kendall Sheffield,34105,CB,NYJ,3,0,8.7,50.0,98.4,9.5,4.8,0,0,0,0.0,22,39.3,46.7,79.3,59.5,79.9,62.6,0,19,25.0,1,0,0,91.0,6,62,63,1,3,12,1,56,26,1.0,9.3
Kris Boyd,34222,CB,HST,2,0,26.6,60.0,100.0,8.0,4.8,0,0,0,0.0,13,29.5,30.4,75.9,,52.6,24.3,0,49,100.0,2,0,0,143.8,3,26,26,0,0,5,1,112,17,4.7,37.3
Darnell Savage,34247,S,JAX,13,0,12.5,63.2,98.9,17.6,11.1,0,0,5,13.2,15,41.5,46.9,83.6,51.8,62.0,61.1,1,32,13.6,3,3,1,114.6,24,452,457,5,19,38,4,326,117,0.8,13.6
Zayne Anderson,34622,S,GB,5,1,17.0,0.0,98.7,,73.0,0,1,1,100.0,12,75.6,80.8,80.7,59.2,73.0,65.6,1,,0.0,0,1,0,0.0,0,75,76,0,1,1,0,0,0,0.0,
Zack Baun,34632,LB,PHI,16,10,3.2,79.7,85.1,9.5,7.6,0,0,3,4.7,24,91.7,90.1,50.7,66.2,73.1,65.8,1,34,6.8,5,3,2,88.4,51,515,605,33,58,64,1,354,271,0.7,6.9
Johnathan Abram,34646,S,NO,3,1,8.2,60.0,93.8,19.0,11.4,0,0,1,20.0,20,45.1,35.1,0.0,40.4,46.1,28.9,1,13,37.5,3,0,1,76.3,3,61,65,1,4,5,1,29,15,0.5,9.7
Akeem Davis-Gaither,34788,LB,CIN,17,9,4.5,80.9,85.3,7.4,6.0,1,0,2,4.3,7,57.5,59.0,53.4,63.5,60.6,50.2,1,29,17.8,8,2,3,97.1,38,290,340,7,28,47,1,363,245,1.3,9.6
Jamel Dean,34918,CB,TB,12,5,11.8,66.1,99.6,11.7,7.8,2,1,7,11.9,30,74.9,75.1,87.8,55.8,68.0,65.9,1,50,9.1,5,5,3,81.5,39,487,489,13,45,59,0,445,120,1.0,11.4
Josh Butler,35097,CB,DAL,3,1,12.2,68.4,100.0,7.6,5.2,0,0,3,15.8,9,47.9,49.9,80.5,63.6,58.0,70.2,0,26,11.1,2,2,1,87.8,13,103,103,3,15,19,0,131,37,1.3,10.1
Trevis Gipson,35241,ED,SEA,5,0,1.5,100.0,16.7,2.5,2.5,0,0,0,0.0,29,29.1,33.1,0.0,53.5,57.1,21.5,0,9,100.0,1,0,1,139.6,2,5,30,0,0,2,1,16,13,3.2,8.0
Blake Cashman,35413,LB,MIN,14,11,4.9,78.4,72.5,10.6,8.3,0,1,4,7.8,18,63.1,71.6,65.0,70.3,73.9,68.6,0,27,11.3,7,4,1,99.5,40,443,611,22,44,51,0,402,260,0.9,10.1
Darrell Taylor,36001,ED,CHI,16,0,11.0,100.0,6.3,15.0,15.0,0,0,0,0.0,6,53.1,59.1,37.9,70.5,48.9,64.2,0,18,0.0,0,0,3,118.8,1,15,240,6,3,1,0,18,7,1.2,18.0
Quinton Bell,37468,ED,MIA,16,0,3.4,50.0,34.6,10.8,5.4,0,0,1,12.5,17,49.0,64.8,59.6,65.9,69.0,58.0,0,16,16.7,1,1,1,101.6,4,44,127,2,5,8,1,35,40,0.8,8.8
Troy Reeder,38268,LB,LA,6,8,3.5,73.7,89.9,11.4,8.4,0,0,1,5.3,26,55.9,57.9,80.8,50.2,61.7,62.0,0,27,4.0,1,1,0,96.2,14,170,189,5,16,19,0,149,124,0.9,10.6
Camryn Bynum,38408,S,MIN,17,10,12.5,64.3,98.9,24.9,16.0,0,1,7,16.7,18,59.6,63.0,91.0,50.7,70.7,74.8,3,35,6.7,4,5,0,86.4,27,705,713,8,46,42,3,370,137,0.6,13.7
Cameron Goode,38410,ED,MIA,2,0,,,18.2,,,0,0,0,,17,62.0,55.6,73.5,52.2,60.0,,0,,,0,0,0,0.0,0,2,11,0,0,0,0,0,0,0.0,
Casey Toohill,38472,ED,BUF,14,1,,,0.8,,,0,0,0,,4,71.5,51.1,87.4,53.0,47.2,53.3,0,,0.0,0,0,0,0.0,0,1,119,2,1,0,0,0,0,0.0,
Maurice Hurst,38563,DI,CLV,8,0,,,2.7,,,0,0,0,,8,55.4,45.3,45.6,53.7,50.8,63.0,0,,100.0,1,0,1,0.0,0,2,73,1,0,0,0,0,0,0.0,
Eric Wilson,38587,LB,GB,17,4,5.6,82.9,89.7,9.2,7.7,0,0,1,2.9,12,59.1,65.8,85.9,71.0,68.0,51.8,1,28,17.9,7,1,0,106.8,29,279,311,11,28,35,2,277,141,1.0,9.6
Joe Giles-Harris,39382,LB,JAX,2,0,2.0,100.0,88.9,8.0,8.0,0,0,0,0.0,15,50.6,73.7,71.4,60.0,77.2,75.9,0,6,0.0,0,0,0,91.7,1,8,9,0,1,1,0,6,4,0.8,6.0
Tershawn Wharton,40292,DI,KC,17,0,1.3,66.7,3.0,6.0,4.0,0,0,0,0.0,16,47.5,56.3,76.9,68.3,44.3,35.0,0,18,50.0,3,0,1,99.3,2,14,469,7,3,3,0,30,29,2.5,15.0
Chazz Surratt,40313,LB,NYJ,12,1,3.3,66.7,79.0,22.5,15.0,0,0,0,0.0,22,76.7,72.7,75.9,64.9,62.1,71.2,0,6,14.3,1,0,0,72.9,2,49,62,0,5,3,0,11,2,0.2,5.5
L'Jarius Sneed,40588,CB,TEN,5,2,16.0,42.9,99.4,17.2,7.4,0,0,1,4.8,31,36.8,36.3,0.0,42.4,57.7,45.9,0,26,23.5,4,0,4,74.9,9,168,169,2,11,21,1,107,30,0.7,11.9
Alohi Gilman,41662,S,LAC,11,5,12.7,60.0,99.5,34.1,20.5,0,0,3,15.0,27,54.2,55.3,28.0,61.7,63.3,57.5,1,36,11.1,4,3,3,80.4,12,435,437,5,27,20,1,156,41,0.4,13.0
Trevon Diggs,41817,CB,DAL,11,2,9.7,64.7,100.0,11.0,7.1,3,0,6,11.8,9,60.3,56.6,29.7,60.0,43.9,34.5,2,39,25.8,8,4,5,89.3,33,389,389,9,21,51,3,368,174,1.0,11.2
Ed Oliver,42200,DI,BUF,14,2,-2.0,100.0,0.8,3.0,3.0,0,0,0,0.0,4,74.8,71.0,86.8,79.0,44.2,29.6,0,3,0.0,0,0,0,79.2,1,3,399,7,5,1,0,3,5,1.0,3.0
Divine Deablo,42208,LB,LV,14,8,4.9,82.1,85.0,9.5,7.8,1,0,1,2.6,23,53.2,56.8,64.0,66.6,58.7,55.0,0,26,7.7,3,0,1,115.9,32,323,380,8,28,39,2,301,166,1.0,9.4
Bryce Hall,42313,CB,TB,1,0,20.5,0.0,100.0,,5.0,0,0,0,0.0,30,43.1,45.2,72.1,,60.0,,0,,,0,0,0,39.6,0,11,11,0,0,2,0,0,0,0.0,
Janarius Robinson,42447,ED,LV,10,0,3.0,100.0,4.1,3.0,3.0,0,0,0,0.0,23,63.4,42.6,4.8,52.3,48.2,53.5,0,4,0.0,0,0,2,83.3,1,3,73,2,1,1,0,4,1,1.3,4.0
Amen Ogbongbemiga,42449,LB,CHI,4,0,1.5,100.0,92.3,6.0,6.0,0,0,0,0.0,6,63.1,70.9,72.3,75.4,60.0,76.0,0,1,0.0,0,0,0,118.8,2,12,13,2,1,2,1,1,5,0.1,0.5
Isaiah Simmons,42451,LB,NYG,12,4,6.5,64.7,84.7,10.3,6.6,0,0,1,5.9,21,43.6,45.6,81.1,52.9,61.5,49.0,0,27,18.8,3,1,0,106.5,11,122,144,2,9,17,1,126,91,1.1,11.5
K'Von Wallace,42467,S,SEA,9,0,5.4,80.0,98.2,12.5,10.0,0,0,0,0.0,29,41.8,38.1,79.4,60.0,48.1,33.9,0,70,33.3,2,0,0,158.3,4,54,55,1,4,5,2,85,63,1.7,21.3
Antoine Winfield Jr.,42475,S,TB,9,7,10.7,64.3,89.9,32.0,20.6,0,2,1,7.1,30,50.3,56.8,0.0,79.5,73.2,73.4,0,30,11.1,4,1,3,127.1,9,304,338,7,25,14,2,107,64,0.4,11.9
Tomon Fox,42486,ED,NYG,10,0,-3.3,100.0,12.4,4.0,4.0,0,0,0,0.0,21,49.2,62.4,86.6,60.6,63.9,29.0,0,16,66.7,2,0,0,111.1,3,12,97,2,1,3,0,32,42,2.7,10.7
Shemar Jean-Charles,42496,CB,NO,4,2,17.3,66.7,100.0,9.4,6.3,0,0,1,8.3,20,62.8,59.5,80.5,,45.6,64.4,1,46,0.0,0,1,0,102.8,8,82,82,0,5,12,1,155,55,2.1,19.4
Keir Thomas,42509,ED,LA,1,0,,,16.7,,,0,0,0,,26,61.7,42.5,0.0,58.0,48.0,44.1,0,,,0,0,1,0.0,0,3,18,0,0,0,0,0,0,0.0,
Daniel Thomas,42544,S,JAX,4,2,,,96.6,,,0,0,0,,15,60.7,54.3,0.0,58.4,60.5,44.7,0,,25.0,1,0,1,0.0,0,28,29,0,1,0,0,0,0,0.0,
Krys Barnes,42548,LB,ARZ,17,6,4.2,88.9,86.3,13.8,12.2,0,0,0,0.0,1,58.0,63.1,6.8,63.1,71.8,71.6,0,13,11.8,2,0,1,131.9,8,113,131,5,9,9,1,61,33,0.6,7.6
Nazeeh Johnson,42553,CB,KC,15,5,13.5,60.9,97.9,11.1,6.7,1,1,5,10.9,16,51.2,53.9,85.4,65.8,61.5,73.0,0,47,3.2,1,1,2,108.2,28,329,336,7,25,46,2,452,155,1.5,16.1
Justin Strnad,42659,LB,DEN,14,7,2.9,81.0,85.2,8.0,6.5,1,0,1,1.7,10,51.5,55.5,26.2,68.1,61.7,45.4,0,35,21.6,8,1,4,104.7,47,402,472,19,22,58,1,450,345,1.2,9.6
Chauncey Golston,42718,ED,DAL,17,2,,,0.9,,,0,0,0,,9,68.9,65.3,90.9,60.7,56.8,40.1,1,,10.0,1,0,0,0.0,0,4,469,9,7,0,0,0,0,0.0,
Nick Bosa,42741,ED,SF,14,3,2.5,100.0,1.4,3.0,3.0,1,0,1,50.0,28,73.6,91.0,55.0,89.3,79.9,43.7,1,7,35.3,6,0,5,54.2,2,6,426,14,8,2,0,13,8,2.2,6.5
Avery Williams,42873,HB,ATL,2,0,,,100.0,,,0,0,0,,2,76.6,75.1,60.0,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Troy Pride Jr.,42883,CB,DAL,2,0,15.2,40.0,100.0,20.0,8.0,0,0,1,20.0,9,62.4,64.6,76.7,,69.9,36.7,0,14,25.0,1,1,0,54.6,2,42,42,0,3,5,0,23,15,0.6,11.5
Kristian Fulton,42894,CB,LAC,15,6,11.7,66.7,99.8,10.6,7.1,4,2,8,13.3,27,67.9,71.1,87.0,60.0,79.3,72.3,1,54,7.1,3,5,9,108.5,40,459,460,13,33,60,5,432,101,1.0,10.8
Rashan Gary,42905,ED,GB,17,0,,,0.5,,,0,0,0,,12,48.3,73.8,80.2,66.3,75.3,68.2,0,,66.7,2,0,1,0.0,0,2,418,8,1,0,0,0,0,0.0,
Dicaprio Bootle,42913,CB,LAC,1,0,,,100.0,,,0,0,0,,27,64.3,64.7,68.7,,,,0,,,0,0,0,0.0,0,4,4,0,0,0,0,0,0,0.0,
Khalid Kareem,42993,ED,ATL,2,0,,,21.4,,,0,0,0,,2,60.4,79.1,76.5,72.3,72.7,75.0,0,,,0,0,0,0.0,0,3,14,0,0,0,0,0,0,0.0,
Jonathon Cooper,43021,ED,DEN,17,3,3.7,90.9,13.8,6.9,6.3,0,0,0,0.0,10,59.6,71.8,71.1,68.0,71.3,48.6,0,38,22.2,4,0,2,106.1,10,75,544,17,11,11,0,104,67,1.5,10.4
Charvarius Ward,43034,CB,SF,12,1,12.7,60.8,100.0,12.1,7.3,0,0,6,11.8,28,58.2,56.2,85.5,43.6,48.4,70.1,0,51,6.9,2,4,3,119.1,31,389,389,4,26,51,5,412,102,1.1,13.3
Brandon Jones,43049,S,DEN,16,4,5.9,64.0,97.3,18.5,11.8,0,0,6,12.0,10,90.0,86.1,61.4,67.7,70.8,73.2,3,44,8.8,6,6,2,61.8,32,639,657,19,58,50,1,297,183,0.5,9.3
Devin White,43089,LB,HST,7,0,3.7,61.5,87.3,11.1,6.8,0,0,0,0.0,13,62.4,57.0,76.5,37.7,58.4,46.4,0,11,22.2,2,0,0,69.4,8,96,110,4,7,13,0,50,37,0.6,6.3
Jeremy Chinn,43179,S,WAS,17,5,8.2,78.7,94.7,13.7,10.8,0,1,4,8.5,32,66.2,69.0,67.9,58.9,72.2,73.8,1,39,13.0,6,3,2,125.8,37,550,581,15,35,47,5,367,156,0.7,9.9
Mack Wilson Sr.,43190,LB,ARZ,16,8,2.8,85.7,63.1,8.6,7.4,0,1,1,2.9,1,56.8,63.8,73.4,61.4,68.5,60.7,1,28,6.7,2,1,1,92.5,30,272,431,6,20,35,1,237,188,0.9,7.9
Richie Grant,43196,S,ATL,11,1,6.1,73.3,93.8,10.4,7.6,0,1,1,6.7,2,42.5,37.7,0.0,56.9,49.2,38.5,0,29,25.0,3,1,1,115.1,11,120,128,3,8,15,1,107,92,0.9,9.7
Joe Bachie,43250,LB,CIN,8,0,-1.0,100.0,82.6,9.0,9.0,0,0,0,0.0,7,59.9,63.7,81.5,54.2,69.2,48.1,0,7,33.3,1,0,0,122.9,2,19,23,1,2,2,1,8,13,0.4,4.0
Damar Hamlin,43291,S,BUF,14,6,8.7,74.1,98.3,24.2,17.9,1,0,2,7.4,4,54.0,60.2,88.4,56.4,70.9,76.8,2,32,7.8,4,2,3,91.3,20,511,520,9,41,27,2,218,82,0.5,10.9
Myles Bryant,43336,CB,HST,5,0,4.0,62.5,84.4,7.2,4.5,0,0,0,0.0,13,57.6,61.7,77.5,64.5,68.4,36.1,0,9,28.6,2,0,0,69.3,5,38,45,2,5,8,0,29,19,0.8,5.8
Josh Metellus,43395,S,MIN,17,7,4.6,77.0,86.2,9.8,7.5,0,0,2,2.7,18,55.0,67.5,86.1,70.9,84.3,87.8,2,98,3.4,2,2,1,92.7,57,591,686,15,49,74,1,589,366,1.1,10.3
Nick Niemann,43500,LB,LAC,3,0,5.0,0.0,100.0,,12.0,0,0,1,100.0,27,64.3,71.9,75.7,,69.4,59.9,0,,50.0,1,0,0,39.6,0,13,13,0,1,1,0,0,0,0.0,
Alex Highsmith,43507,ED,PIT,11,0,4.6,80.0,9.4,6.8,5.4,0,0,1,20.0,25,80.2,89.5,4.2,89.4,79.7,82.9,0,9,20.0,1,1,7,90.0,4,31,331,8,4,5,0,28,20,1.0,7.0
Darrell Baker Jr.,43542,CB,TEN,14,1,12.3,59.0,99.7,14.9,8.8,0,0,5,12.8,31,62.8,65.5,86.6,60.0,72.7,47.0,0,47,11.5,3,3,1,117.9,23,365,366,6,22,39,4,304,124,0.9,13.2
Sam Franklin Jr.,43580,S,CAR,2,0,,,100.0,,,0,0,0,,5,60.4,62.9,70.7,,60.0,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,
Jake Hansen,43645,LB,HST,6,1,-0.1,88.9,87.5,8.5,7.6,0,0,0,0.0,13,62.7,78.2,80.6,64.2,85.8,60.1,0,16,25.0,1,0,0,124.5,8,70,80,2,2,9,1,45,40,0.7,5.6
