player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Brenton Cox Jr.,81957,ED,GB,7,0,,,2.0,,,0,0,0,,12,60.6,72.2,48.5,72.0,65.5,77.9,0,,,0,0,1,0.0,0,2,99,4,0,0,0,0,0,0.0,
Azeez Ojulari,81959,ED,NYG,11,0,4.5,100.0,3.0,3.0,3.0,0,0,0,0.0,21,51.8,56.4,70.9,54.6,60.1,30.6,0,11,75.0,6,0,1,95.8,2,6,202,7,2,2,0,14,5,2.3,7.0
Odafe Oweh,82161,ED,BLT,17,0,6.3,100.0,6.2,7.3,7.3,0,0,0,0.0,3,69.5,71.2,17.1,73.0,66.7,58.7,0,19,27.3,3,0,7,118.8,4,30,482,15,8,4,0,55,30,1.9,13.8
Devonte Wyatt,82268,DI,GB,14,2,2.0,0.0,2.8,,7.0,0,0,1,100.0,12,70.2,66.5,47.0,71.7,51.9,42.9,0,,25.0,1,0,2,39.6,0,7,254,5,1,1,0,0,0,0.0,
Aidan Hutchinson,82330,ED,DET,5,0,11.0,50.0,2.5,5.0,2.5,0,0,0,0.0,11,46.6,94.9,68.2,95.0,70.6,70.4,0,11,100.0,2,0,1,66.7,1,5,203,8,0,2,0,11,9,2.2,11.0
Eku Leota,82363,ED,PIT,3,0,-3.0,100.0,18.8,5.0,5.0,0,0,0,0.0,25,66.5,52.0,79.1,53.2,49.1,34.3,0,3,0.0,0,0,0,79.2,1,6,32,3,2,1,0,3,6,0.6,3.0
Cameron Thomas,82387,ED,CLV,7,0,,,3.0,,,0,0,0,,8,60.0,70.0,82.6,58.6,71.1,51.6,0,,,0,0,0,0.0,0,1,33,1,0,0,0,0,0,0.0,
Kingsley Enagbare,82409,ED,GB,17,1,3.2,100.0,9.3,6.0,6.0,2,0,0,0.0,12,56.5,56.0,18.1,57.8,64.5,56.2,0,9,36.4,4,0,7,91.7,5,30,323,10,6,5,0,30,14,1.0,6.0
Tyree Wilson,82432,ED,LV,16,1,,,3.1,,,1,0,0,,23,66.9,66.7,77.1,57.2,72.4,30.9,0,,55.6,5,0,1,0.0,0,11,359,6,3,0,0,0,0,0.0,
Otito Ogbonnia,82450,DI,LAC,17,0,,,0.4,,,0,0,0,,27,59.9,40.0,31.1,50.8,43.9,52.1,0,,100.0,3,0,4,0.0,0,1,264,0,0,0,0,0,0,0.0,
Brennan Jackson,82474,ED,LA,5,0,10.0,100.0,16.7,4.0,4.0,0,0,0,0.0,26,31.7,53.6,77.8,68.9,56.8,25.5,0,32,,0,0,0,118.8,1,4,24,0,0,1,0,32,22,8.0,32.0
Tommy Togiai,82501,DI,HST,8,0,,,0.8,,,0,0,0,,13,59.3,57.5,57.9,65.2,53.7,35.3,0,,20.0,1,0,1,0.0,0,1,127,5,4,0,0,0,0,0.0,
Quay Walker,82547,LB,GB,13,8,5.6,78.8,85.5,9.3,7.3,0,2,2,3.8,12,48.8,57.4,59.8,65.5,67.7,75.3,0,24,5.4,3,2,1,96.6,41,401,469,11,45,52,0,373,206,1.0,9.1
Jack Sanborn,82566,LB,CHI,16,1,5.7,80.0,73.5,7.3,5.8,0,0,2,20.0,6,45.1,63.1,78.7,70.1,70.5,60.5,0,27,20.0,2,2,0,115.4,8,61,83,3,7,10,0,117,59,2.0,14.6
Chigozie Anusiem,83031,CB,CLV,1,0,,,100.0,,,0,0,0,,8,65.0,57.2,71.1,,60.0,,0,,,0,0,0,0.0,0,5,5,0,0,0,0,0,0,0.0,
Kendall Williamson,83090,S,LAC,2,0,-2.0,100.0,100.0,16.0,16.0,0,0,0,0.0,27,42.8,38.2,74.0,,60.0,72.6,0,12,0.0,0,0,0,116.7,1,17,17,0,1,1,0,12,14,0.8,12.0
Ethan Bonner,83091,CB,MIA,1,0,13.5,50.0,100.0,11.0,5.5,0,0,0,0.0,17,58.3,48.8,72.1,,43.3,72.8,0,4,0.0,0,0,0,56.3,1,11,11,0,1,2,0,4,0,0.4,4.0
Starling Thomas V,83098,CB,ARZ,17,6,12.3,58.8,99.8,15.6,9.2,1,0,4,7.8,1,60.9,60.9,62.4,78.1,58.0,67.5,0,53,7.9,3,3,3,96.5,30,492,493,5,29,51,2,396,155,0.8,13.2
Pat Surtain II,83119,CB,DEN,16,0,7.1,71.2,99.5,16.2,11.5,1,0,7,13.5,10,87.4,85.6,25.7,42.2,80.5,90.3,4,23,0.0,0,5,11,61.1,37,648,651,9,35,52,1,317,82,0.5,8.6
Jalyn Armour-Davis,83120,CB,BLT,4,1,9.3,77.8,100.0,8.4,6.6,0,0,2,22.2,3,57.2,58.6,79.2,,65.4,53.8,0,22,14.3,1,0,1,141.2,7,63,63,1,5,9,1,81,26,1.4,11.6
Josh Jobe,83122,CB,SEA,10,4,10.4,60.0,100.0,10.7,6.4,2,0,5,11.1,29,49.9,51.0,43.3,,64.5,68.3,1,35,8.8,3,5,5,82.8,27,313,313,7,27,45,1,352,100,1.2,13.0
Jamien Sherwood,83175,LB,NYJ,17,13,5.8,76.3,93.3,11.3,8.6,0,0,3,5.1,22,66.2,73.8,68.3,68.1,77.1,67.3,0,30,9.5,7,2,1,96.4,45,558,598,25,54,59,0,435,225,0.9,9.7
Roger McCreary,83176,CB,TEN,15,1,3.5,79.7,92.6,7.1,5.7,0,0,1,1.6,31,58.4,61.3,55.5,61.5,71.2,45.0,0,31,15.4,6,0,2,101.0,51,388,419,12,32,64,2,367,295,1.0,7.2
Tyson Campbell,83217,CB,JAX,12,5,9.6,67.3,99.6,11.9,8.0,1,0,7,13.5,15,63.8,62.9,88.3,57.5,54.5,69.6,0,43,4.7,2,6,4,109.7,35,447,449,5,36,52,2,483,172,1.2,13.8
Divaad Wilson,83218,CB,NYG,1,0,7.3,75.0,100.0,4.7,3.5,0,0,1,25.0,21,52.3,55.8,74.4,,65.9,76.8,0,13,0.0,0,1,0,100.0,3,14,14,0,2,4,0,34,13,2.4,11.3
Otis Reese IV,83219,LB,TEN,3,0,0.2,60.0,72.7,10.3,6.2,0,0,0,0.0,31,56.7,54.4,76.8,59.7,54.2,65.1,1,15,0.0,0,0,0,45.0,3,32,44,0,3,5,0,39,36,1.3,13.0
Chris Smith II,83220,S,LV,1,0,-3.0,100.0,100.0,3.0,3.0,0,0,0,0.0,23,65.6,74.6,68.1,,66.2,31.5,0,7,50.0,1,0,0,95.8,1,3,3,0,1,1,0,7,10,2.3,7.0
Quan Martin,83236,S,WAS,16,6,14.0,54.5,99.1,42.3,23.1,0,1,2,9.1,32,53.0,59.2,87.9,62.3,70.2,67.8,1,44,11.9,5,2,0,106.1,12,547,552,3,31,22,2,249,96,0.5,20.8
Kerby Joseph,83239,S,DET,17,7,12.6,59.3,99.5,42.5,25.2,1,0,2,7.4,11,92.2,91.3,67.3,63.5,83.2,88.6,9,51,4.0,2,2,1,72.2,16,746,750,4,41,27,2,231,93,0.3,14.4
Sydney Brown,83241,S,PHI,5,1,18.7,33.3,100.0,46.0,15.3,0,0,1,33.3,24,84.6,89.9,79.9,,68.5,39.8,1,3,50.0,1,1,0,2.8,1,47,47,0,0,3,0,3,0,0.1,3.0
JuJu Brents,83256,CB,IND,2,2,14.1,71.4,100.0,7.4,5.3,0,0,0,0.0,14,51.1,55.6,78.4,,72.0,66.4,0,55,20.0,1,0,0,113.7,5,39,39,0,2,7,0,89,18,2.4,17.8
Kaevon Merriweather,83257,S,TB,11,1,5.2,73.3,95.2,15.3,11.2,1,1,1,6.7,30,62.0,65.7,81.2,82.1,61.9,65.0,0,36,14.3,2,0,1,136.9,11,180,189,3,11,15,2,123,66,0.7,11.2
Riley Moss,83259,CB,DEN,14,9,11.8,65.6,99.3,8.2,5.4,1,0,7,7.5,10,58.0,60.5,87.0,79.0,64.4,56.3,1,31,10.6,7,4,6,97.6,61,543,547,18,50,93,4,691,144,1.4,11.3
Percy Butler,83271,S,WAS,17,4,8.5,78.6,98.7,18.6,14.6,0,0,1,7.1,32,43.5,43.9,81.1,55.6,50.7,55.7,0,43,15.0,3,1,0,144.6,11,223,226,3,13,14,2,129,76,0.6,11.7
Terell Smith,83302,CB,CHI,9,0,15.2,60.0,100.0,12.1,7.3,0,0,3,20.0,6,76.5,78.5,81.8,,78.7,71.9,1,45,8.3,1,3,0,63.8,9,121,121,4,11,15,0,142,35,1.3,15.8
Jordan Howden,83305,S,NO,17,3,11.3,61.1,95.8,31.7,19.4,0,0,0,0.0,20,63.5,67.9,86.5,53.5,77.2,90.5,2,61,4.0,1,0,0,66.9,11,369,385,8,21,18,1,151,77,0.4,13.7
Keidron Smith,83310,S,DEN,2,0,6.0,100.0,87.5,6.0,6.0,0,0,0,0.0,10,37.9,39.8,73.6,59.1,62.5,27.2,0,17,100.0,1,0,1,118.8,1,7,8,0,0,1,0,17,11,2.8,17.0
Cam Taylor-Britt,83326,CB,CIN,17,8,11.9,65.1,99.7,11.1,7.2,2,3,10,12.0,7,64.3,63.6,13.6,68.9,68.4,64.5,3,84,10.8,7,7,11,118.5,54,639,641,14,50,83,10,751,251,1.3,13.9
Greg Newsome II,83341,CB,CLV,13,3,10.4,67.4,96.6,10.6,7.1,0,0,6,13.0,8,54.0,52.2,53.1,44.9,52.1,30.1,1,66,20.7,6,3,3,120.7,31,346,358,6,20,46,4,470,226,1.4,15.2
Kitan Oladapo,83349,S,GB,2,1,,,100.0,,,0,0,0,,12,68.7,72.9,79.3,,67.4,78.9,0,,0.0,0,0,0,0.0,0,45,45,1,1,0,0,0,0,0.0,
Cory Trice Jr.,83353,CB,PIT,6,0,6.8,83.3,100.0,8.1,6.8,0,0,1,5.6,25,75.3,69.4,7.9,,47.5,75.5,1,19,0.0,0,0,2,90.3,15,130,130,3,16,18,1,122,33,1.0,8.1
Tyrek Funderburk,83356,CB,TB,6,1,11.7,92.9,100.0,7.8,7.3,0,0,0,0.0,30,55.1,53.3,81.6,,43.6,28.4,0,32,25.0,4,0,0,158.3,13,108,108,1,11,14,2,184,72,1.8,14.2
Christian Izien,83360,S,TB,14,12,4.8,76.9,93.6,11.0,8.5,0,0,3,5.8,30,55.3,57.6,85.2,51.3,67.9,45.8,1,38,19.4,13,2,2,85.3,40,467,499,11,42,52,0,338,212,0.8,8.5
Jaycee Horn,83375,CB,CAR,15,3,11.5,54.3,98.9,13.3,7.2,4,0,10,14.3,5,57.7,64.3,63.4,86.9,80.9,69.4,1,59,8.8,3,9,12,98.3,38,546,552,11,28,70,6,477,130,0.9,12.6
Israel Mukuamu,83377,S,DAL,15,1,13.3,60.0,93.5,13.3,8.0,0,0,0,0.0,9,48.2,48.5,83.0,47.4,56.9,69.8,2,34,0.0,0,0,0,46.7,9,130,139,5,11,15,0,123,41,1.0,13.7
Kyler Gordon,83451,CB,CHI,15,7,5.9,71.9,89.0,8.9,6.4,0,2,6,10.5,6,76.0,76.0,83.3,49.6,76.3,61.1,0,48,11.8,6,6,1,102.4,41,388,436,17,38,57,1,472,291,1.3,11.5
Beanie Bishop Jr.,83459,CB,PIT,16,7,7.3,67.8,96.3,8.6,5.8,0,0,3,5.1,25,57.1,55.6,19.9,60.2,55.8,60.1,4,49,5.7,2,3,3,78.1,40,364,378,9,26,59,3,436,197,1.3,10.9
Alontae Taylor,83469,CB,NO,17,2,9.1,71.8,95.7,7.7,5.5,0,1,11,10.0,20,35.4,45.0,51.2,70.1,82.1,36.6,0,89,23.9,16,11,6,117.9,79,649,678,14,49,110,6,998,497,1.6,12.6
Myles Cole,83500,ED,JAX,8,1,,,7.9,,,0,0,0,,15,45.9,34.0,85.5,44.9,38.4,27.1,0,,33.3,1,0,1,0.0,0,5,63,0,1,0,0,0,0,0.0,
Jaden Crumedy,83508,DI,CAR,5,0,,,3.5,,,0,0,0,,5,59.3,42.5,81.1,52.9,42.1,48.1,0,,50.0,1,0,0,0.0,0,2,57,1,1,0,0,0,0,0.0,
Javontae Jean-Baptiste,83514,ED,WAS,12,0,8.7,66.7,3.9,2.0,1.3,0,0,0,0.0,32,50.5,59.2,86.3,52.9,66.8,77.7,0,19,0.0,0,0,0,88.2,2,4,102,3,2,3,0,22,13,5.5,11.0
Tyler Allgeier,83639,HB,ATL,2,0,,,50.0,,,0,0,0,,2,60.7,68.5,60.0,60.0,,,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Amari Burney,83811,LB,LV,10,1,3.8,87.5,73.3,5.9,5.1,0,0,0,0.0,23,54.6,57.2,78.8,67.1,55.7,43.0,0,26,10.0,1,0,0,110.9,7,44,60,6,8,8,0,85,62,2.1,12.1
Corey Ballentine,83833,CB,GB,10,0,13.4,50.0,100.0,13.8,6.9,0,0,0,0.0,12,54.6,53.5,78.8,,48.2,52.0,0,29,50.0,1,0,0,112.5,4,59,59,0,1,8,1,56,17,1.0,14.0
Jevon Holland,83873,S,MIA,15,3,7.0,61.5,95.2,20.5,12.6,0,1,4,10.3,17,57.1,63.0,86.8,62.5,73.4,48.5,0,71,14.3,5,3,0,111.3,24,516,542,7,27,39,3,302,180,0.6,12.6
Talanoa Hufanga,83903,S,SF,7,4,5.1,90.0,99.4,18.0,16.2,0,1,0,0.0,28,52.4,57.8,24.4,60.0,74.5,66.3,0,25,19.0,4,0,1,106.3,9,171,172,1,13,10,0,95,56,0.6,10.6
Josh Newton,84268,CB,CIN,14,2,9.6,58.3,99.4,11.4,6.7,1,0,6,12.5,7,60.9,60.9,85.1,54.5,57.9,49.1,1,43,15.4,4,5,5,95.1,28,343,345,4,20,48,3,371,157,1.2,13.3
Miles Battle,84301,CB,NE,1,0,16.2,20.0,100.0,12.0,2.4,0,0,3,60.0,19,81.7,80.6,74.4,,60.9,75.2,0,11,0.0,0,2,0,39.6,1,12,12,1,2,5,0,11,8,0.9,11.0
Markees Watts,84537,ED,TB,3,0,,,22.2,,,0,0,0,,30,65.1,70.2,72.5,60.9,60.0,,0,,,0,0,0,0.0,0,2,9,0,0,0,0,0,0,0.0,
Darius Muasau,86008,LB,NYG,13,6,4.9,82.4,89.9,13.6,11.2,0,0,0,0.0,21,50.4,58.9,81.8,51.1,68.1,57.9,1,27,15.0,3,0,0,99.3,14,196,218,4,11,17,1,153,80,0.8,10.9
Rico Payton,86957,CB,NO,4,0,23.0,0.0,100.0,,5.5,0,0,1,50.0,20,65.3,66.2,81.7,,63.6,72.5,0,,,0,1,0,39.6,0,13,13,0,0,2,0,0,0,0.0,
Keenan Isaac,86972,CB,TB,1,0,,,100.0,,,0,0,0,,30,60.7,70.6,89.4,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Chris Williams,87178,DI,CHI,17,0,,,1.5,,,0,0,0,,6,60.8,45.5,66.3,61.1,36.8,27.9,0,,66.7,2,0,1,0.0,0,3,205,4,1,0,0,0,0,0.0,
Nate Adkins,87625,TE,DEN,2,0,,,50.0,,,0,0,0,,10,60.7,70.0,60.0,60.0,,,0,,,0,0,1,0.0,0,1,2,0,0,0,0,0,0,0.0,
Gabriel Murphy,89099,ED,MIN,2,0,,,9.1,,,0,0,0,,18,62.3,68.3,77.4,62.7,65.2,67.4,0,,,0,0,0,0.0,0,2,22,0,0,0,0,0,0,0.0,
Charles Woods,89148,CB,LA,2,0,,,100.0,,,0,0,0,,26,65.3,54.2,79.4,,44.2,26.6,0,,,0,0,0,0.0,0,6,6,0,0,0,0,0,0,0.0,
Kyle Dugger,90621,S,NE,13,4,8.2,78.3,92.5,10.5,8.2,0,1,2,4.3,19,34.8,44.3,84.7,69.0,59.7,53.8,0,56,9.3,4,0,2,141.3,36,406,439,11,35,46,6,387,170,1.0,10.8
Brodric Martin,91288,DI,DET,2,0,,,7.7,,,0,0,0,,11,60.0,37.9,75.1,53.0,42.5,68.6,0,,,0,0,0,0.0,0,1,13,0,0,0,0,0,0,0.0,
Daniel Hardy,91336,ED,CHI,7,0,,,4.3,,,0,0,0,,6,63.8,70.8,78.8,55.3,70.1,70.6,0,,0.0,0,0,0,0.0,0,1,23,1,1,0,0,0,0,0.0,
E.J. Speed,94351,LB,IND,15,16,3.5,85.0,90.2,7.1,6.0,0,0,3,3.8,14,46.3,56.4,47.2,49.7,71.5,48.2,1,32,13.7,10,3,2,103.6,68,508,563,15,47,80,2,649,430,1.3,9.5
Anthony Pittman,94372,LB,DET,2,0,7.0,100.0,58.3,6.0,6.0,0,0,0,0.0,11,37.5,44.0,74.2,53.8,62.9,,0,20,,0,0,0,118.8,1,7,12,0,0,1,0,20,13,3.3,20.0
Mike Sainristil,97180,CB,WAS,17,8,10.6,61.4,99.2,10.1,6.2,0,0,13,14.8,32,64.1,66.1,88.2,51.8,69.5,61.7,2,41,12.3,9,9,2,92.8,54,587,592,16,56,88,5,636,258,1.2,11.8
Reddy Steward,97289,CB,CHI,1,0,8.3,66.7,90.9,5.0,3.3,0,0,0,0.0,6,72.7,75.1,73.2,65.6,56.8,79.4,0,21,0.0,0,0,0,109.7,2,10,11,0,1,3,0,39,18,3.9,19.5
Dell Pettus,97290,S,NE,14,2,8.5,61.5,97.2,24.5,15.1,0,0,2,15.4,19,72.1,73.9,83.3,63.3,69.4,83.9,0,29,0.0,0,2,1,77.7,8,207,213,3,8,13,0,76,39,0.4,9.5
Thomas Harper,97325,S,LV,13,2,6.7,60.0,96.7,22.3,13.4,0,0,0,0.0,23,76.4,78.3,83.6,75.6,55.4,68.4,1,19,10.0,1,0,0,41.3,6,145,150,4,7,10,0,69,31,0.5,11.5
Cameron Mitchell,97340,CB,CLV,16,2,9.1,70.3,96.6,8.5,5.9,0,0,3,8.1,8,55.3,52.9,83.8,47.5,44.3,27.4,0,32,30.4,7,3,1,117.2,26,229,237,5,14,37,3,262,122,1.2,10.1
Dadrion Taylor-Demerson,97348,S,ARZ,14,1,6.5,73.7,93.6,11.1,8.2,0,1,4,21.1,1,70.0,75.5,81.9,49.9,80.6,53.8,0,46,18.2,4,3,0,101.4,14,161,172,6,17,19,0,173,92,1.1,12.4
Christian Roland-Wallace,97374,CB,KC,8,2,7.1,89.5,88.0,7.2,6.4,1,0,0,0.0,16,61.0,62.6,11.4,63.6,72.2,90.0,1,32,0.0,0,0,1,104.4,17,132,150,3,17,19,1,192,86,1.6,11.3
John Metchie III,97400,WR,HST,1,0,4.0,100.0,100.0,1.0,1.0,0,0,0,0.0,13,93.0,80.1,60.0,,,68.5,0,4,0.0,0,0,0,83.3,1,1,1,1,1,1,0,4,0,4.0,4.0
Jarrian Jones,97486,CB,JAX,17,2,6.0,72.6,98.1,9.4,6.9,0,0,8,12.9,15,62.5,69.0,84.8,74.7,88.4,32.0,1,39,28.6,12,6,2,86.6,45,458,467,11,28,62,0,457,318,1.1,10.2
Nick Cross,97514,S,IND,17,12,7.3,74.1,97.1,13.9,10.3,0,0,2,3.4,14,64.3,70.3,68.6,51.0,80.2,70.4,3,47,12.5,9,2,2,105.7,43,629,648,14,51,58,6,402,242,0.7,9.3
Dax Hill,97519,CB,CIN,5,2,8.5,57.9,98.6,12.1,7.0,0,0,1,5.3,7,68.0,68.2,21.0,81.8,66.0,38.7,0,27,14.3,2,1,1,88.7,11,140,142,4,10,19,1,95,47,0.7,8.6
Drake Thomas,97525,LB,SEA,4,2,6.6,60.0,91.3,6.0,3.6,0,0,1,20.0,29,43.9,48.4,72.4,55.8,64.2,26.7,0,17,33.3,1,1,0,86.3,3,21,23,0,0,5,0,41,12,2.3,13.7
Tyrique Stevenson,97562,CB,CHI,16,5,11.6,53.1,100.0,9.9,5.2,1,1,10,12.3,6,58.4,58.9,37.9,,63.7,56.0,2,61,10.4,5,10,5,83.2,43,442,442,8,38,81,4,596,136,1.4,13.9
Elijah Chatman,97568,DI,NYG,17,1,,,1.5,,,0,0,0,,21,59.1,58.9,68.6,59.8,57.7,76.7,0,,0.0,0,0,1,0.0,0,4,268,2,2,0,0,0,0,0.0,
Josh Wallace,97676,CB,LA,11,1,7.5,57.1,92.8,9.3,5.3,0,0,2,14.3,26,37.9,39.8,79.8,61.8,46.6,42.7,0,12,22.2,2,1,1,89.9,8,77,83,3,6,14,1,55,45,0.7,6.9
Brandon Joseph,97680,S,DET,8,1,11.7,66.7,100.0,60.0,40.0,0,0,1,33.3,11,57.2,52.2,80.1,,40.4,53.5,0,32,0.0,0,0,0,109.7,2,133,133,1,10,3,0,41,15,0.3,20.5
Alex Austin,97683,CB,NE,6,1,13.7,47.4,100.0,14.0,6.6,0,0,5,26.3,19,63.9,61.1,82.6,,44.8,50.9,0,13,9.1,1,5,1,75.8,9,131,131,2,9,19,1,76,37,0.6,8.4
Dorian Williams,97694,LB,BUF,15,11,4.7,75.4,86.4,6.1,4.6,0,0,0,0.0,4,40.2,61.6,83.2,73.1,78.9,66.4,0,27,13.0,7,0,0,110.3,49,317,367,15,36,65,4,388,210,1.3,7.9
Ronnie Hickman Jr.,97702,S,CLV,14,7,17.3,63.6,97.9,37.9,24.1,0,0,1,9.1,8,71.3,77.2,83.5,61.6,81.7,69.5,0,23,11.1,3,0,0,79.4,7,278,284,3,17,11,0,64,54,0.2,9.1
Storm Duck,97705,CB,MIA,10,3,9.9,71.9,100.0,9.5,6.8,0,0,3,9.4,17,54.8,55.5,84.3,,56.8,30.1,0,46,20.0,5,1,2,104.2,23,230,230,9,17,32,1,244,59,1.1,10.6
Omar Speights,97723,LB,LA,10,7,3.6,82.1,92.6,8.2,6.7,0,1,2,7.1,26,53.9,66.8,84.0,51.7,78.3,79.2,0,21,12.9,4,2,0,96.6,23,199,215,7,20,28,0,201,136,1.1,8.7
Mohamed Kamara,97731,ED,MIA,4,0,-1.0,100.0,17.6,3.0,3.0,0,0,0,0.0,17,30.3,51.7,75.1,68.8,60.3,28.6,0,11,100.0,1,0,0,112.5,1,3,17,0,0,1,0,11,12,3.7,11.0
Javon Solomon,97821,ED,BUF,10,0,,,2.2,,,0,0,0,,4,62.1,73.1,82.3,72.9,59.1,50.9,0,,66.7,2,0,0,0.0,0,2,91,3,1,0,0,0,0,0.0,
Martin Emerson Jr.,97872,CB,CLV,17,10,12.9,62.7,100.0,9.1,5.7,3,1,6,7.2,8,48.4,47.9,18.2,,55.8,47.3,0,41,9.5,6,2,8,108.7,52,503,503,12,47,83,6,604,170,1.3,11.6
Tyler Nubin,97895,S,NYG,13,8,6.8,73.1,97.8,21.8,16.0,0,0,1,3.8,21,58.1,65.8,85.2,60.7,76.6,79.4,0,42,7.8,4,1,2,95.7,19,440,450,8,39,26,0,204,78,0.5,10.7
Levelle Bailey,97956,LB,DEN,2,0,4.0,100.0,50.0,1.0,1.0,0,0,0,0.0,10,52.2,24.2,67.9,60.0,48.9,75.1,0,34,,0,0,0,118.8,1,1,2,0,0,1,0,34,30,34.0,34.0
Derick Hall,98130,ED,SEA,17,2,-4.0,100.0,8.9,11.7,11.7,0,0,0,0.0,29,71.8,60.0,54.4,67.6,45.7,51.0,0,13,18.2,2,0,3,94.4,3,36,405,11,7,3,0,20,32,0.6,6.7
Jordan Magee,98155,LB,WAS,3,0,0.0,0.0,75.0,,5.0,0,0,0,0.0,32,63.9,65.1,94.4,58.2,62.4,,0,,,0,0,0,39.6,0,6,8,0,0,1,0,0,0,0.0,
Jalen Graham,98165,LB,SF,4,2,5.0,100.0,66.7,7.0,7.0,0,0,0,0.0,28,68.4,71.5,74.9,53.3,68.9,79.9,0,5,0.0,0,0,0,87.5,1,8,12,0,0,1,0,5,0,0.7,5.0
DeWayne Carter,98175,DI,BUF,11,0,,,0.6,,,0,0,0,,4,62.0,41.4,84.9,48.7,40.1,40.4,0,,0.0,0,0,0,0.0,0,1,163,1,2,0,0,0,0,0.0,
Derek Stingley Jr.,98253,CB,HST,17,5,13.2,45.8,100.0,15.8,7.2,0,3,13,15.7,13,74.9,73.9,87.4,,61.3,56.8,5,56,9.3,4,10,2,47.0,38,636,636,13,34,83,3,394,198,0.7,10.4
Colby Wooden,98312,DI,GB,12,0,,,1.3,,,0,0,0,,12,54.9,47.8,56.8,58.9,46.5,58.0,0,,0.0,0,0,1,0.0,0,2,149,1,3,0,0,0,0,0.0,
Alex Wright,98318,ED,CLV,4,1,6.0,100.0,7.6,5.0,5.0,0,0,0,0.0,8,64.2,60.2,0.0,67.2,54.5,55.5,0,14,0.0,0,0,2,118.8,1,5,66,2,3,1,0,14,8,2.8,14.0
George Karlaftis,98319,ED,KC,16,2,5.5,75.0,4.5,8.3,6.3,0,0,0,0.0,16,55.8,68.4,91.7,69.5,56.6,51.5,0,15,28.6,2,0,0,94.8,3,26,573,9,3,4,0,29,12,1.2,9.7
Marshawn Kneeland,98344,ED,DAL,11,0,-2.0,100.0,4.1,6.0,6.0,0,0,0,0.0,9,62.2,50.8,87.7,53.4,47.2,28.3,0,7,0.0,0,0,0,95.8,1,6,147,1,2,1,0,7,9,1.2,7.0
Kayvon Thibodeaux,98444,ED,NYG,12,1,6.0,100.0,1.9,6.0,6.0,1,0,0,0.0,21,63.1,69.0,25.2,72.0,65.6,29.1,0,10,50.0,3,0,6,108.3,1,7,365,8,2,1,0,10,4,1.7,10.0
Tatum Bethune,98532,LB,SF,3,1,32.0,0.0,95.8,,21.0,0,0,0,0.0,28,76.0,72.9,72.0,66.0,57.5,57.1,0,,0.0,0,0,0,39.6,0,23,24,0,0,1,0,0,0,0.0,
Anfernee Orji,98568,LB,NO,7,1,2.3,75.0,81.3,8.2,6.1,0,0,0,0.0,20,49.5,55.2,87.6,47.6,64.1,50.1,0,15,14.3,1,0,0,91.1,6,52,64,1,5,8,0,51,41,1.0,8.5
Swayze Bozeman,98634,LB,KC,1,0,1.0,100.0,100.0,4.0,4.0,0,0,0,0.0,16,65.7,60.3,67.5,,54.7,76.2,0,3,0.0,0,0,0,79.2,1,4,4,0,1,1,0,3,2,0.8,3.0
Kaiir Elam,98693,CB,BUF,8,3,10.6,75.0,98.5,10.3,7.8,0,1,2,8.3,4,67.0,70.2,84.1,76.6,75.6,87.9,0,28,0.0,0,2,2,118.4,18,198,201,8,16,24,1,230,48,1.2,12.8
Mohamoud Diabate,98780,LB,CLV,13,12,3.4,55.0,85.7,22.8,12.6,0,0,2,10.0,8,48.1,51.9,21.4,51.7,63.2,37.3,0,16,22.6,7,2,2,77.7,11,264,308,5,12,20,1,63,54,0.3,5.7
Ty'Ron Hopper,98781,LB,GB,2,0,1.3,66.7,100.0,5.5,3.7,0,0,0,0.0,12,53.1,60.7,71.6,,68.8,49.3,0,10,0.0,0,0,0,78.5,2,11,11,0,1,3,0,15,8,1.4,7.5
Jay Ward,98833,S,MIN,4,0,4.0,0.0,77.3,,17.0,0,0,1,100.0,18,63.6,63.0,80.7,54.0,61.8,,0,,,0,1,0,39.6,0,17,22,0,0,1,0,0,0,0.0,
Cor'Dale Flott,98834,CB,NYG,14,3,9.7,67.4,98.9,11.6,7.8,0,0,5,11.6,21,61.7,62.2,85.7,68.8,58.4,48.2,1,36,13.5,5,4,1,90.0,29,358,362,8,29,43,1,347,113,1.0,12.0
Jammie Robinson,98836,S,ARZ,1,0,-2.0,100.0,100.0,11.0,11.0,0,0,0,0.0,1,43.2,41.2,68.4,,,73.3,0,9,0.0,0,0,0,104.2,1,11,11,0,1,1,0,9,11,0.8,9.0
Cam Smith,98837,CB,MIA,6,0,9.1,84.2,99.0,6.0,5.1,1,0,0,0.0,17,30.1,33.6,81.4,60.0,70.9,78.4,0,22,5.9,1,0,4,122.4,16,103,104,3,16,19,1,174,38,1.8,10.9
